task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
7;(12, 13);(8, 13);0;3;8;27;False
15;(13, 11);(16, 6);0;1;9;28;False
17;(13, 7);(13, 12);0;5;10;25;False
14;(10, 4);(8, 1);0;6;11;18;False
2;(10, 12);(10, 6);0;6;12;21;False
22;(16, 6);(14, 5);10;10;13;28;False
13;(1, 1);(10, 3);0;3;14;11;False
1;(16, 2);(13, 8);0;6;15;24;False
9;(3, 9);(12, 9);0;8;17;10;False
10;(7, 3);(5, 1);0;14;18;14;False
20;(3, 13);(16, 11);0;5;21;15;False
8;(11, 5);(7, 6);0;7;22;19;False
16;(15, 9);(9, 13);0;11;23;22;False
19;(6, 5);(1, 6);0;9;23;12;False
18;(4, 8);(11, 13);0;11;24;13;False
5;(13, 2);(5, 9);0;11;26;20;False
11;(4, 6);(16, 3);0;11;26;23;False
12;(1, 11);(16, 8);0;3;26;17;False
24;(10, 4);(8, 1);12;22;27;18;False
3;(4, 10);(13, 4);0;8;29;16;False
4;(13, 10);(14, 1);0;9;29;26;False
25;(7, 4);(15, 1);13;18;29;21;False
6;(14, 13);(1, 4);0;5;31;29;False
29;(7, 10);(8, 9);18;32;34;10;False
27;(6, 9);(1, 3);15;27;38;11;False
35;(13, 7);(16, 4);25;34;40;13;False
28;(2, 9);(7, 11);16;28;41;24;False
32;(10, 6);(7, 2);23;29;43;19;False
31;(13, 3);(9, 5);22;34;44;15;False
21;(16, 13);(8, 13);9;30;46;27;False
30;(14, 5);(12, 13);19;34;48;14;False
23;(1, 8);(13, 11);11;28;49;25;False
36;(14, 9);(16, 11);27;46;50;20;False
39;(1, 1);(7, 8);28;36;50;18;False
37;(10, 3);(5, 13);27;37;52;23;False
40;(12, 5);(4, 12);30;39;54;21;False
26;(6, 1);(15, 13);14;30;55;28;False
43;(12, 1);(16, 6);32;46;55;29;False
33;(13, 6);(1, 10);24;41;57;22;False
41;(2, 5);(4, 7);30;49;59;16;False
34;(11, 1);(1, 12);24;39;64;12;False
42;(4, 11);(7, 7);30;54;64;26;False
46;(7, 3);(8, 9);41;57;64;13;False
48;(3, 1);(10, 4);44;49;65;19;False
44;(1, 6);(8, 5);35;52;68;10;False
47;(7, 12);(16, 10);42;55;68;24;False
52;(11, 9);(13, 2);50;59;69;25;False
