task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
3;(1, 12);(9, 13);0;1;10;14;False
9;(6, 1);(5, 5);0;3;10;18;False
18;(13, 4);(11, 1);0;1;10;24;False
6;(2, 9);(7, 11);0;5;12;16;False
5;(2, 5);(1, 10);0;3;13;10;False
8;(1, 7);(4, 6);0;5;14;11;False
11;(13, 10);(9, 1);0;1;14;27;False
2;(11, 13);(7, 7);0;5;16;28;False
16;(16, 4);(13, 3);0;8;16;26;False
10;(10, 6);(12, 13);0;8;17;20;False
13;(9, 9);(7, 2);0;6;19;23;False
22;(5, 5);(13, 6);11;11;19;18;False
1;(5, 9);(10, 8);0;5;20;22;False
4;(6, 13);(11, 5);0;3;21;21;False
7;(12, 1);(4, 8);0;4;21;25;False
15;(16, 10);(12, 5);0;8;23;29;False
19;(10, 2);(15, 5);0;15;23;13;False
14;(1, 13);(8, 1);0;3;24;15;False
17;(5, 1);(14, 9);0;5;24;19;False
20;(3, 5);(16, 1);0;6;24;12;False
23;(10, 11);(1, 6);11;13;27;14;False
12;(10, 7);(3, 9);0;16;32;17;False
25;(3, 13);(16, 11);14;18;33;10;False
28;(7, 7);(9, 5);17;24;34;23;False
34;(14, 5);(16, 13);22;24;34;21;False
32;(8, 13);(4, 10);20;28;35;22;False
39;(13, 7);(7, 2);25;26;37;20;False
27;(6, 1);(13, 11);15;17;38;27;False
31;(13, 6);(4, 2);20;20;38;18;False
21;(14, 1);(1, 8);11;13;39;24;False
26;(13, 2);(2, 1);15;28;40;11;False
37;(7, 4);(1, 3);24;29;40;29;False
29;(10, 4);(11, 9);17;24;41;28;False
38;(1, 1);(4, 8);25;32;43;14;False
24;(11, 1);(10, 3);13;32;44;16;False
40;(16, 4);(11, 13);25;25;46;13;False
30;(15, 9);(8, 5);18;25;47;19;False
44;(4, 7);(7, 10);35;38;50;22;False
53;(8, 1);(7, 2);42;48;50;16;False
41;(12, 9);(5, 1);28;36;52;12;False
45;(14, 9);(12, 5);35;42;52;21;False
50;(5, 9);(8, 13);40;44;52;24;False
35;(1, 7);(16, 12);22;27;53;25;False
36;(7, 3);(9, 13);24;35;55;15;False
46;(9, 1);(1, 4);36;40;55;20;False
47;(10, 12);(15, 13);38;44;56;27;False
51;(8, 9);(13, 10);41;44;58;28;False
43;(6, 9);(16, 11);34;47;59;17;False
33;(4, 3);(16, 7);21;40;60;26;False
52;(5, 13);(4, 10);41;49;60;14;False
58;(8, 5);(10, 10);51;54;61;16;False
56;(11, 5);(11, 13);47;53;63;21;False
42;(16, 1);(3, 9);33;43;64;10;False
48;(16, 3);(10, 2);39;53;64;18;False
49;(10, 7);(2, 5);39;49;64;23;False
63;(4, 2);(5, 9);54;56;65;19;False
54;(16, 10);(14, 5);44;60;67;27;False
55;(13, 11);(16, 13);45;59;68;25;False
66;(7, 6);(10, 12);57;61;70;12;False
59;(6, 13);(13, 7);51;54;71;22;False
57;(1, 3);(9, 9);48;56;75;20;False
60;(1, 11);(4, 4);53;61;75;29;False
61;(12, 1);(13, 4);53;64;76;11;False
69;(8, 13);(1, 10);61;66;76;16;False
64;(13, 12);(1, 6);56;59;77;24;False
67;(15, 5);(9, 1);59;65;77;28;False
62;(16, 8);(7, 12);53;60;79;13;False
65;(3, 13);(5, 1);56;61;80;15;False
75;(13, 10);(8, 1);65;67;81;17;False
81;(12, 9);(13, 11);76;78;81;20;False
70;(13, 8);(1, 4);61;66;82;26;False
78;(4, 2);(1, 2);69;77;82;29;False
71;(16, 11);(9, 5);62;70;83;21;False
72;(4, 7);(10, 4);64;74;84;23;False
73;(10, 2);(16, 12);65;65;84;18;False
76;(7, 8);(16, 1);66;68;84;19;False
68;(7, 2);(15, 1);60;79;88;10;False
77;(15, 9);(11, 1);68;74;89;27;False
82;(1, 12);(4, 6);76;81;90;12;False
92;(10, 7);(14, 9);83;86;92;14;False
93;(9, 5);(3, 9);84;84;94;21;False
83;(12, 1);(5, 9);77;80;95;11;False
90;(7, 4);(9, 9);82;86;95;17;False
79;(2, 9);(13, 2);71;78;96;16;False
80;(16, 10);(8, 9);72;81;96;22;False
89;(4, 3);(1, 10);82;83;97;24;False
91;(4, 12);(3, 13);83;95;97;29;False
100;(7, 12);(7, 11);93;96;97;18;False
85;(7, 10);(10, 8);78;88;99;28;False
86;(5, 13);(13, 7);78;82;100;13;False
94;(13, 6);(11, 13);85;92;101;19;False
74;(16, 7);(1, 1);65;81;102;25;False
84;(10, 3);(1, 3);77;85;102;23;False
87;(10, 12);(16, 3);80;87;102;20;False
105;(13, 2);(7, 2);97;97;104;16;False
97;(16, 6);(7, 7);89;94;108;10;False
88;(6, 13);(8, 13);81;95;109;15;False
98;(9, 1);(15, 9);90;91;109;27;False
103;(9, 9);(6, 9);96;96;109;17;False
102;(10, 6);(11, 9);96;101;111;28;False
107;(5, 5);(4, 12);98;103;112;22;False
106;(4, 7);(11, 5);98;104;114;18;False
112;(7, 3);(14, 5);103;105;114;16;False
109;(4, 3);(7, 4);100;106;115;21;False
95;(1, 7);(13, 12);85;98;116;26;False
96;(1, 4);(13, 8);85;95;117;12;False
104;(16, 2);(8, 9);97;101;118;14;False
