task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
7;(6, 9);(4, 8);0;3;6;14;False
6;(1, 12);(7, 11);0;1;10;11;False
8;(13, 12);(9, 13);0;9;14;16;False
9;(9, 1);(13, 2);0;10;15;10;False
10;(8, 1);(13, 10);0;3;17;12;False
5;(1, 8);(4, 11);0;12;18;13;False
1;(10, 3);(15, 9);0;8;19;17;False
3;(12, 1);(4, 3);0;11;21;18;False
4;(8, 13);(4, 4);0;4;21;15;False
18;(4, 8);(2, 9);22;27;30;18;False
11;(15, 5);(13, 4);7;21;32;14;False
12;(10, 4);(5, 5);11;20;32;11;False
14;(15, 1);(13, 7);16;28;36;10;False
16;(6, 9);(9, 13);19;29;40;13;False
2;(4, 2);(14, 13);0;20;43;19;False
17;(7, 2);(14, 1);20;37;45;17;False
13;(16, 6);(2, 5);15;33;48;16;False
22;(7, 4);(10, 6);33;44;49;11;False
15;(1, 12);(9, 1);18;34;53;12;False
19;(7, 12);(11, 1);22;39;56;15;False
24;(11, 5);(15, 9);41;51;59;13;False
27;(1, 2);(4, 3);49;53;60;16;False
20;(9, 5);(1, 4);31;46;63;18;False
21;(3, 13);(5, 5);33;51;65;14;False
23;(5, 13);(13, 4);37;51;70;10;False
26;(8, 9);(8, 5);46;65;71;17;False
28;(4, 12);(6, 9);50;62;71;11;False
25;(9, 9);(13, 7);44;57;72;19;False
31;(12, 1);(10, 2);60;73;76;13;False
29;(7, 3);(1, 8);54;65;80;12;False
30;(16, 12);(13, 10);57;73;80;15;False
34;(10, 7);(14, 13);66;73;83;14;False
33;(10, 10);(7, 10);64;79;88;18;False
32;(1, 10);(16, 13);61;71;90;16;False
36;(9, 1);(11, 5);72;80;91;17;False
40;(9, 9);(11, 9);81;92;94;12;False
39;(12, 5);(4, 7);77;82;98;13;False
37;(13, 11);(15, 13);72;90;101;11;False
35;(4, 6);(14, 9);71;89;102;10;False
38;(2, 5);(16, 1);73;91;111;19;False
48;(8, 9);(6, 9);102;113;115;11;False
42;(6, 13);(4, 2);84;105;118;14;False
43;(11, 1);(3, 5);89;103;119;18;False
45;(4, 10);(4, 8);92;108;122;17;False
41;(1, 1);(16, 7);81;103;125;15;False
47;(7, 11);(13, 6);99;110;125;13;False
44;(13, 3);(1, 11);91;104;128;16;False
49;(7, 2);(10, 11);103;121;135;10;False
46;(3, 9);(16, 10);95;115;139;12;False
50;(15, 5);(1, 13);112;117;139;19;False
52;(6, 9);(2, 5);119;132;140;14;False
51;(9, 5);(2, 9);116;128;142;11;False
53;(13, 12);(16, 13);120;142;146;18;False
58;(10, 12);(16, 12);136;137;146;10;False
56;(13, 11);(1, 12);126;139;154;13;False
54;(12, 1);(1, 10);123;138;160;17;False
60;(4, 11);(7, 12);140;155;161;12;False
55;(1, 4);(10, 2);126;149;162;15;False
57;(13, 4);(7, 4);129;151;163;16;False
59;(11, 5);(16, 6);140;159;165;19;False
61;(6, 5);(4, 2);141;155;165;14;False
62;(5, 9);(15, 9);143;159;169;11;False
64;(15, 1);(16, 7);147;160;171;18;False
68;(10, 7);(10, 12);163;168;173;15;False
63;(3, 9);(13, 6);147;163;182;10;False
66;(12, 9);(14, 13);161;179;185;17;False
71;(1, 6);(13, 8);166;173;189;14;False
67;(1, 12);(1, 3);162;174;191;12;False
65;(14, 9);(6, 1);155;171;193;13;False
72;(8, 13);(4, 4);170;183;196;11;False
74;(16, 13);(4, 7);174;182;201;15;False
70;(5, 13);(9, 1);166;184;202;19;False
69;(2, 13);(16, 3);164;178;204;16;False
73;(12, 1);(6, 13);172;188;206;18;False
75;(16, 1);(10, 11);183;197;213;10;False
79;(6, 9);(10, 3);194;207;217;13;False
81;(7, 10);(10, 12);202;213;220;15;False
78;(9, 9);(14, 1);192;209;222;12;False
77;(4, 8);(16, 6);190;207;223;14;False
76;(7, 12);(1, 1);186;205;224;17;False
80;(10, 8);(13, 3);197;213;224;11;False
90;(10, 2);(8, 13);225;230;243;11;False
85;(3, 9);(12, 13);214;227;244;10;False
82;(1, 13);(12, 5);203;226;245;19;False
86;(13, 12);(14, 9);218;235;245;13;False
87;(7, 10);(7, 6);221;229;245;15;False
84;(15, 13);(10, 7);207;233;246;18;False
83;(1, 6);(16, 12);205;227;249;16;False
88;(9, 9);(1, 8);223;242;251;12;False
94;(16, 8);(14, 9);246;257;260;13;False
89;(4, 4);(11, 13);224;239;261;14;False
95;(14, 13);(12, 5);246;257;271;19;False
91;(16, 1);(4, 12);225;249;272;17;False
96;(7, 7);(16, 3);246;260;273;15;False
99;(10, 11);(9, 13);252;270;273;12;False
100;(11, 9);(13, 10);261;264;275;13;False
92;(1, 1);(2, 13);244;263;276;11;False
97;(1, 12);(10, 10);247;265;278;18;False
93;(3, 5);(10, 2);245;265;282;10;False
98;(13, 2);(15, 13);250;265;282;16;False
102;(13, 3);(15, 5);272;283;287;19;False
106;(11, 5);(10, 11);276;283;290;13;False
104;(1, 11);(7, 6);274;284;295;12;False
108;(9, 5);(4, 3);279;288;297;18;False
110;(7, 12);(10, 6);283;292;301;16;False
101;(3, 9);(15, 9);262;278;302;14;False
109;(4, 6);(8, 5);283;300;305;10;False
103;(1, 2);(13, 6);273;288;306;17;False
107;(9, 1);(14, 9);277;298;311;11;False
112;(3, 13);(4, 12);291;300;312;13;False
115;(12, 5);(15, 13);302;307;318;16;False
111;(13, 11);(3, 1);288;298;323;19;False
113;(2, 13);(10, 10);296;310;325;12;False
114;(7, 10);(12, 9);298;313;325;18;False
105;(1, 13);(12, 1);274;303;326;15;False
116;(11, 5);(16, 7);303;313;326;14;False
117;(4, 7);(7, 7);306;321;328;10;False
120;(2, 9);(10, 12);313;322;333;13;False
118;(7, 8);(16, 13);307;318;338;17;False
125;(16, 2);(13, 7);327;332;340;15;False
119;(4, 6);(11, 9);312;332;342;11;False
121;(8, 5);(10, 3);319;337;347;16;False
122;(4, 8);(7, 2);324;336;347;19;False
124;(9, 9);(6, 13);326;338;347;12;False
127;(16, 3);(15, 1);329;347;350;10;False
126;(7, 6);(1, 11);327;342;353;14;False
123;(4, 4);(12, 9);326;343;362;18;False
135;(10, 2);(13, 7);351;357;365;10;False
128;(1, 7);(13, 8);334;350;368;13;False
134;(6, 1);(4, 12);348;360;373;16;False
132;(14, 1);(2, 5);348;357;377;19;False
133;(7, 2);(8, 9);348;364;378;12;False
137;(16, 7);(11, 1);363;369;380;18;False
129;(5, 1);(15, 9);339;362;382;17;False
130;(1, 2);(10, 10);341;363;382;15;False
131;(2, 13);(13, 4);343;360;382;11;False
139;(16, 6);(16, 10);369;376;388;13;False
136;(14, 9);(7, 3);354;373;390;14;False
141;(6, 9);(12, 5);378;388;398;19;False
140;(4, 11);(13, 12);374;387;399;16;False
142;(6, 1);(1, 7);379;390;401;12;False
148;(10, 10);(10, 11);391;405;406;14;False
146;(14, 5);(4, 2);383;395;408;11;False
145;(4, 12);(10, 2);383;393;409;15;False
143;(4, 6);(14, 13);381;394;411;18;False
138;(1, 4);(16, 13);366;385;415;10;False
144;(1, 11);(2, 1);383;405;416;17;False
147;(11, 5);(16, 3);389;405;419;13;False
149;(7, 2);(13, 3);399;411;422;19;False
150;(12, 13);(12, 5);400;412;422;16;False
151;(3, 5);(7, 3);402;412;426;12;False
154;(7, 8);(15, 9);410;426;435;15;False
155;(11, 13);(13, 10);412;427;436;18;False
157;(8, 5);(13, 12);417;427;439;17;False
153;(10, 11);(8, 1);409;427;445;11;False
152;(16, 6);(2, 9);407;429;448;14;False
161;(14, 1);(12, 5);427;440;450;12;False
159;(1, 6);(6, 1);423;435;451;16;False
156;(15, 1);(1, 12);416;429;455;10;False
158;(1, 10);(1, 3);420;442;461;13;False
162;(7, 12);(4, 2);436;451;465;15;False
163;(11, 9);(1, 13);437;447;465;18;False
160;(3, 13);(7, 2);423;447;467;19;False
168;(8, 1);(14, 9);452;454;468;16;False
164;(10, 3);(4, 12);440;455;475;17;False
172;(1, 7);(1, 3);466;472;476;18;False
167;(14, 13);(10, 10);451;467;480;12;False
166;(7, 4);(11, 13);449;461;481;14;False
169;(10, 7);(16, 3);456;472;482;10;False
165;(16, 11);(4, 10);446;466;483;11;False
171;(1, 8);(4, 7);466;478;484;15;False
170;(13, 7);(15, 9);462;482;486;13;False
178;(13, 12);(16, 10);482;485;492;14;False
174;(13, 11);(2, 9);469;480;493;16;False
180;(3, 1);(1, 2);484;494;497;11;False
173;(7, 3);(2, 13);468;481;500;19;False
177;(1, 7);(1, 4);481;500;503;12;False
175;(8, 5);(16, 12);476;489;504;17;False
179;(9, 9);(10, 2);483;500;512;10;False
182;(8, 13);(7, 2);487;500;512;13;False
176;(11, 9);(8, 1);477;498;513;18;False
181;(15, 5);(4, 10);485;498;516;15;False
186;(2, 13);(11, 13);501;501;521;19;False
190;(7, 4);(4, 3);513;521;527;10;False
185;(11, 1);(7, 10);498;515;532;11;False
184;(16, 7);(1, 10);494;516;534;16;False
187;(16, 10);(15, 13);504;533;537;12;False
183;(1, 8);(16, 1);493;516;538;14;False
188;(5, 13);(12, 1);505;517;538;17;False
191;(10, 4);(12, 9);514;526;541;18;False
189;(16, 4);(4, 4);513;528;542;13;False
193;(11, 5);(3, 1);522;535;548;19;False
199;(16, 1);(13, 10);539;539;551;14;False
195;(8, 5);(7, 3);533;551;554;11;False
192;(13, 3);(13, 6);517;542;555;15;False
200;(4, 6);(7, 10);542;555;564;18;False
198;(15, 1);(1, 1);539;542;566;17;False
194;(14, 9);(1, 6);528;548;570;10;False
202;(4, 8);(10, 6);549;561;571;19;False
203;(5, 9);(1, 8);552;566;572;14;False
196;(14, 13);(7, 2);535;552;574;16;False
205;(9, 5);(10, 11);556;567;578;15;False
204;(11, 13);(16, 11);555;572;579;11;False
197;(3, 5);(16, 12);538;558;582;12;False
206;(12, 9);(13, 4);565;579;585;18;False
209;(8, 1);(6, 5);572;579;585;19;False
201;(12, 13);(5, 1);543;566;587;13;False
207;(7, 3);(7, 6);567;579;592;17;False
208;(4, 3);(5, 5);571;583;594;10;False
211;(1, 6);(4, 7);575;587;595;16;False
