task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
3;(2, 13);(10, 12);0;3;12;11;False
6;(6, 5);(7, 10);0;4;14;13;False
8;(7, 6);(1, 8);0;6;18;15;False
1;(7, 2);(6, 13);0;1;19;12;False
9;(14, 13);(8, 5);0;3;21;18;False
7;(14, 9);(2, 5);0;4;24;19;False
10;(10, 10);(1, 10);0;11;26;17;False
4;(4, 8);(15, 13);0;6;28;14;False
5;(10, 3);(1, 12);0;7;31;16;False
12;(13, 10);(16, 8);15;20;31;11;False
2;(4, 3);(16, 12);0;7;32;10;False
15;(7, 4);(14, 1);22;23;33;18;False
14;(11, 13);(11, 5);20;24;37;12;False
16;(4, 11);(9, 13);25;30;37;15;False
11;(7, 11);(15, 1);13;15;38;13;False
21;(2, 9);(3, 5);33;35;42;16;False
13;(16, 6);(12, 13);19;33;46;11;False
18;(13, 3);(11, 1);29;42;46;14;False
20;(1, 7);(9, 5);32;45;55;19;False
17;(16, 3);(5, 9);27;41;58;13;False
19;(7, 3);(9, 9);32;52;60;14;False
22;(16, 1);(2, 13);34;35;61;18;False
26;(13, 10);(11, 13);43;56;61;11;False
24;(1, 2);(6, 9);38;47;62;16;False
23;(10, 3);(1, 12);38;40;64;12;False
25;(7, 7);(3, 1);39;56;66;10;False
30;(10, 8);(4, 7);59;59;68;19;False
33;(3, 13);(1, 10);62;64;69;13;False
27;(15, 5);(4, 3);47;51;70;15;False
28;(4, 12);(8, 1);47;55;70;17;False
31;(11, 5);(7, 11);61;66;80;14;False
29;(11, 9);(13, 11);56;77;81;12;False
39;(9, 1);(6, 5);71;71;81;17;False
35;(13, 6);(14, 5);65;80;82;16;False
36;(8, 9);(13, 8);67;69;85;11;False
40;(10, 3);(5, 1);71;78;85;19;False
37;(4, 10);(16, 7);69;70;91;18;False
43;(1, 13);(1, 8);82;88;93;14;False
42;(11, 5);(6, 1);82;82;95;10;False
34;(16, 3);(3, 5);63;86;105;16;False
41;(16, 2);(13, 7);81;95;105;15;False
46;(10, 8);(4, 11);86;90;105;11;False
49;(14, 1);(10, 2);96;100;105;12;False
32;(16, 6);(4, 8);62;88;106;13;False
45;(9, 1);(16, 11);86;92;109;17;False
47;(8, 13);(11, 9);92;102;109;19;False
51;(13, 8);(5, 9);106;106;115;15;False
44;(7, 3);(12, 5);83;106;118;10;False
38;(15, 1);(1, 10);70;98;121;18;False
56;(13, 3);(10, 4);110;113;121;12;False
52;(4, 6);(16, 4);106;108;122;13;False
50;(6, 13);(4, 2);106;109;124;11;False
57;(10, 10);(14, 5);116;120;129;17;False
53;(1, 13);(1, 3);106;123;133;15;False
54;(1, 1);(16, 8);107;111;133;16;False
58;(7, 6);(13, 8);119;129;139;14;False
61;(4, 11);(8, 13);123;129;139;18;False
62;(8, 5);(1, 12);125;125;140;12;False
60;(16, 11);(16, 6);122;130;145;19;False
55;(10, 2);(16, 10);110;132;146;13;False
48;(13, 2);(13, 12);94;122;148;10;False
68;(1, 11);(2, 1);141;141;152;12;False
69;(7, 12);(1, 13);146;151;158;18;False
64;(13, 11);(5, 1);134;139;162;16;False
70;(7, 6);(7, 7);147;149;162;14;False
63;(10, 6);(9, 1);130;143;165;11;False
66;(4, 7);(15, 1);140;144;165;15;False
67;(4, 8);(12, 5);140;161;172;10;False
71;(8, 1);(8, 13);149;158;172;19;False
65;(6, 13);(11, 5);134;157;174;17;False
59;(6, 5);(15, 13);122;160;177;12;False
79;(8, 5);(12, 5);173;174;178;18;False
74;(13, 3);(7, 6);163;171;180;11;False
72;(5, 13);(12, 1);153;160;181;13;False
75;(16, 7);(14, 5);163;172;182;15;False
81;(6, 9);(4, 10);178;182;185;19;False
76;(10, 10);(9, 5);166;172;188;14;False
80;(10, 2);(7, 11);175;182;194;10;False
84;(7, 8);(1, 3);182;182;195;11;False
73;(14, 1);(11, 1);159;183;198;13;False
77;(1, 1);(14, 13);166;174;199;16;False
78;(10, 7);(13, 11);173;188;199;18;False
82;(10, 6);(8, 5);179;190;201;14;False
91;(14, 13);(16, 11);200;200;203;16;False
83;(11, 5);(16, 10);181;192;204;17;False
85;(15, 13);(7, 7);183;191;207;12;False
88;(1, 2);(15, 5);195;196;215;11;False
92;(13, 11);(6, 5);200;200;216;18;False
86;(2, 13);(15, 1);186;190;217;19;False
93;(9, 5);(4, 12);202;202;218;14;False
96;(7, 3);(10, 4);208;211;219;12;False
94;(16, 7);(3, 5);204;207;222;16;False
90;(4, 3);(10, 10);199;206;223;15;False
98;(7, 12);(2, 9);217;217;225;17;False
95;(4, 10);(11, 9);205;218;232;10;False
89;(16, 2);(7, 11);196;213;233;13;False
102;(12, 9);(13, 11);223;224;235;11;False
87;(2, 5);(14, 9);189;220;238;18;False
101;(16, 6);(1, 8);220;223;242;19;False
104;(4, 2);(10, 10);226;228;244;14;False
99;(5, 1);(13, 3);218;229;245;12;False
103;(1, 10);(16, 13);224;227;245;17;False
100;(1, 3);(15, 5);219;226;246;16;False
106;(10, 12);(4, 10);234;239;249;13;False
107;(14, 13);(13, 10);236;246;250;18;False
108;(10, 11);(12, 9);239;243;254;11;False
