task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
10;(1, 12);(1, 13);0;1;2;17;False
20;(7, 3);(8, 5);0;0;3;24;False
38;(13, 12);(11, 13);0;2;5;45;False
4;(9, 5);(13, 7);0;4;10;24;False
7;(13, 3);(5, 1);0;0;10;38;False
24;(1, 10);(8, 9);0;2;10;18;False
27;(14, 1);(16, 4);0;5;10;40;False
15;(3, 13);(4, 10);0;8;12;21;False
35;(7, 8);(4, 2);0;3;12;31;False
1;(1, 4);(7, 10);0;1;13;10;False
8;(1, 1);(10, 2);0;3;13;11;False
36;(6, 9);(6, 13);0;4;13;32;False
6;(16, 1);(14, 5);0;9;16;42;False
21;(7, 6);(13, 6);0;5;17;26;False
25;(9, 9);(15, 5);0;7;17;34;False
30;(13, 11);(6, 1);0;0;17;44;False
42;(7, 2);(1, 6);4;4;17;27;False
16;(9, 13);(5, 9);0;6;18;33;False
26;(2, 1);(11, 5);0;6;19;13;False
40;(5, 5);(7, 4);0;9;20;28;False
45;(11, 13);(13, 12);11;17;20;18;False
3;(1, 8);(7, 12);0;5;21;19;False
5;(12, 1);(8, 13);0;4;21;39;False
9;(3, 9);(12, 5);0;7;21;20;False
22;(16, 8);(15, 1);0;11;21;49;False
2;(10, 8);(3, 5);0;10;22;35;False
34;(12, 9);(16, 11);0;7;22;48;False
11;(10, 3);(13, 10);0;12;23;29;False
13;(8, 1);(4, 12);0;4;23;25;False
41;(15, 9);(10, 7);3;7;23;47;False
32;(2, 13);(13, 4);0;3;24;17;False
14;(10, 12);(7, 11);0;11;26;36;False
19;(2, 5);(16, 12);0;5;26;12;False
50;(9, 5);(1, 3);14;17;27;11;False
31;(11, 1);(5, 13);0;7;29;41;False
44;(4, 6);(16, 7);11;16;31;21;False
54;(5, 1);(6, 1);18;18;31;44;False
29;(3, 1);(12, 13);0;8;32;14;False
33;(16, 2);(4, 7);0;11;32;43;False
43;(7, 7);(9, 1);6;10;32;30;False
47;(13, 8);(6, 5);11;11;32;24;False
39;(4, 4);(11, 9);0;13;33;15;False
66;(12, 5);(11, 5);23;32;33;48;False
17;(10, 6);(10, 4);0;18;34;37;False
18;(14, 13);(1, 2);0;5;34;46;False
52;(6, 13);(4, 2);14;14;34;32;False
49;(16, 13);(13, 7);13;26;35;34;False
12;(4, 11);(16, 6);0;13;36;22;False
28;(10, 10);(1, 11);0;22;36;23;False
46;(14, 9);(2, 9);11;17;39;40;False
48;(1, 12);(8, 5);13;23;39;10;False
51;(1, 4);(14, 1);14;19;39;31;False
63;(15, 1);(11, 13);22;22;39;49;False
71;(16, 8);(13, 11);25;32;39;21;False
73;(4, 12);(1, 8);27;31;39;41;False
77;(7, 11);(10, 12);32;32;39;25;False
74;(10, 3);(8, 1);28;36;40;48;False
60;(13, 3);(5, 9);21;23;41;13;False
55;(8, 9);(7, 8);18;28;42;38;False
53;(10, 2);(3, 13);17;25;44;42;False
57;(6, 9);(14, 5);18;25;44;27;False
70;(15, 9);(10, 8);24;30;45;47;False
58;(9, 9);(1, 1);19;30;46;26;False
61;(4, 3);(13, 6);21;27;46;28;False
67;(3, 5);(16, 11);23;23;46;35;False
59;(4, 8);(13, 2);20;30;48;39;False
78;(6, 5);(13, 10);33;33;48;24;False
23;(10, 11);(16, 3);0;30;49;16;False
65;(7, 2);(4, 10);22;36;49;18;False
69;(15, 5);(10, 7);24;40;51;29;False
80;(16, 1);(16, 7);33;44;51;34;False
56;(7, 10);(16, 4);18;29;52;33;False
83;(13, 8);(15, 13);34;35;52;12;False
37;(16, 10);(1, 7);0;29;54;45;False
64;(5, 5);(2, 1);22;41;54;20;False
86;(11, 5);(7, 12);35;43;54;15;False
95;(10, 6);(11, 13);40;46;54;32;False
68;(7, 3);(3, 9);24;37;55;11;False
75;(13, 12);(2, 13);30;34;55;14;False
84;(6, 13);(4, 6);35;45;55;25;False
76;(11, 1);(12, 9);32;38;56;37;False
82;(12, 13);(4, 4);34;36;56;36;False
97;(14, 13);(10, 12);41;50;56;35;False
79;(7, 7);(9, 13);33;39;57;43;False
81;(16, 2);(4, 7);33;40;60;22;False
94;(1, 4);(4, 12);40;43;60;41;False
92;(13, 7);(8, 13);40;49;61;10;False
99;(13, 3);(14, 1);43;49;61;39;False
85;(5, 13);(6, 1);35;45;62;49;False
96;(16, 6);(7, 6);40;46;62;31;False
72;(1, 6);(12, 1);27;41;63;44;False
109;(5, 9);(1, 10);50;58;63;29;False
62;(7, 4);(1, 13);22;43;65;19;False
88;(4, 11);(12, 5);37;45;66;23;False
105;(7, 8);(1, 8);47;50;66;30;False
91;(5, 1);(15, 1);40;44;67;48;False
98;(1, 12);(9, 1);42;43;67;40;False
102;(3, 1);(10, 2);46;60;68;42;False
