task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
226;(4, 11);(10, 2);236;236;257;20;False
204;(16, 3);(1, 4);215;241;259;10;False
222;(10, 11);(11, 13);233;255;259;22;False
225;(12, 13);(10, 6);236;251;260;12;False
208;(1, 1);(16, 13);219;234;261;15;False
229;(4, 7);(7, 8);238;255;261;24;False
223;(5, 5);(16, 2);233;244;262;23;False
234;(11, 5);(15, 9);249;257;268;25;False
237;(13, 4);(15, 1);252;263;268;26;False
235;(13, 11);(8, 9);251;261;269;13;False
220;(14, 5);(1, 13);231;243;270;33;False
230;(13, 7);(1, 8);243;254;271;32;False
232;(8, 1);(12, 5);246;259;271;18;False
224;(16, 1);(16, 12);234;262;273;29;False
253;(8, 9);(7, 12);270;270;274;13;False
231;(16, 11);(9, 9);245;263;276;16;False
246;(13, 8);(16, 6);260;270;277;22;False
228;(10, 12);(3, 1);238;258;278;27;False
227;(9, 13);(4, 2);237;265;282;17;False
233;(16, 4);(5, 13);248;255;283;31;False
239;(10, 3);(7, 2);257;277;283;14;False
243;(4, 6);(15, 5);258;271;283;30;False
249;(9, 1);(7, 6);262;278;285;23;False
236;(3, 5);(11, 9);251;271;287;19;False
238;(1, 2);(10, 4);254;274;287;11;False
241;(4, 4);(10, 8);258;272;288;20;False
250;(7, 10);(14, 9);263;275;289;24;False
240;(13, 10);(4, 12);257;276;290;28;False
242;(13, 12);(1, 3);258;270;293;21;False
248;(8, 5);(3, 13);262;279;293;15;False
254;(4, 3);(10, 2);271;284;293;33;False
244;(11, 1);(4, 10);258;277;297;34;False
245;(6, 13);(16, 7);260;283;299;10;False
251;(6, 9);(7, 11);269;288;299;26;False
252;(13, 4);(3, 9);269;279;300;25;False
261;(10, 11);(10, 12);279;301;302;27;False
265;(16, 1);(13, 11);284;289;302;30;False
247;(2, 9);(13, 2);261;283;303;12;False
262;(16, 2);(16, 8);283;297;303;17;False
256;(16, 13);(1, 10);272;285;305;18;False
263;(10, 3);(7, 8);284;292;305;14;False
255;(14, 13);(12, 13);272;292;306;32;False
269;(8, 13);(6, 5);289;298;308;11;False
264;(7, 7);(16, 4);284;296;309;31;False
266;(9, 9);(5, 1);286;292;309;23;False
268;(12, 9);(7, 2);288;289;309;19;False
258;(1, 4);(1, 13);275;291;312;13;False
259;(16, 12);(7, 3);277;296;314;16;False
260;(2, 13);(7, 12);278;300;314;22;False
271;(9, 5);(16, 6);291;306;314;28;False
272;(2, 1);(13, 7);294;296;315;21;False
257;(6, 1);(13, 6);274;299;316;29;False
273;(4, 11);(1, 7);294;305;316;15;False
275;(5, 13);(8, 1);298;302;319;34;False
277;(12, 5);(10, 7);300;310;321;26;False
280;(1, 12);(4, 8);303;314;321;27;False
267;(2, 5);(15, 9);288;304;323;20;False
274;(8, 9);(13, 8);294;309;323;33;False
278;(10, 6);(10, 10);301;320;324;25;False
283;(6, 9);(13, 4);306;308;324;14;False
287;(11, 1);(5, 1);310;318;324;31;False
281;(10, 12);(13, 12);304;320;325;12;False
288;(7, 6);(7, 11);310;319;325;23;False
270;(1, 8);(14, 9);290;314;328;24;False
282;(15, 13);(16, 2);304;310;328;17;False
292;(1, 4);(4, 7);315;325;331;16;False
279;(4, 6);(13, 3);303;320;332;30;False
290;(6, 13);(10, 8);313;318;332;22;False
285;(4, 10);(14, 13);307;318;333;32;False
286;(11, 9);(16, 10);309;331;337;11;False
276;(3, 5);(15, 1);300;319;339;10;False
296;(7, 12);(4, 4);317;332;344;29;False
304;(16, 4);(10, 2);325;334;344;14;False
293;(7, 7);(1, 13);315;331;347;28;False
294;(16, 3);(7, 4);316;333;348;21;False
284;(16, 13);(1, 3);306;325;350;18;False
295;(9, 13);(7, 3);317;337;351;15;False
309;(13, 11);(16, 12);332;346;352;16;False
313;(11, 13);(11, 9);338;346;352;11;False
289;(14, 1);(3, 9);310;330;353;19;False
297;(4, 11);(12, 9);320;340;354;34;False
299;(1, 1);(16, 6);322;332;354;27;False
307;(5, 1);(7, 11);329;341;355;17;False
312;(8, 5);(15, 5);334;347;355;22;False
291;(16, 1);(9, 9);315;341;356;13;False
300;(3, 1);(8, 13);324;334;356;26;False
308;(10, 12);(8, 1);329;342;356;24;False
316;(13, 7);(13, 10);345;356;360;14;False
306;(10, 4);(4, 12);326;339;361;23;False
298;(2, 13);(11, 5);322;345;364;20;False
305;(11, 1);(2, 9);326;341;364;12;False
302;(14, 5);(2, 5);325;341;365;31;False
311;(10, 11);(10, 8);333;350;365;32;False
303;(1, 6);(13, 2);325;349;366;25;False
301;(1, 2);(16, 7);324;345;367;33;False
330;(7, 4);(4, 7);357;362;368;24;False
317;(8, 9);(9, 1);348;360;372;28;False
310;(5, 13);(13, 6);333;356;373;30;False
315;(12, 1);(12, 13);345;360;376;10;False
321;(1, 4);(4, 10);353;361;376;19;False
325;(7, 8);(13, 12);355;367;377;11;False
326;(6, 1);(5, 1);356;376;377;22;False
314;(2, 1);(16, 11);340;350;378;29;False
322;(4, 4);(4, 3);353;377;378;16;False
329;(5, 5);(8, 1);357;367;378;13;False
331;(9, 13);(9, 9);361;368;378;14;False
318;(1, 13);(15, 9);349;364;382;21;False
320;(13, 4);(1, 11);352;363;384;15;False
327;(1, 10);(15, 5);356;366;385;17;False
319;(13, 3);(1, 8);351;369;386;18;False
324;(7, 12);(14, 1);355;368;386;34;False
334;(6, 5);(4, 6);365;375;386;12;False
