task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
14;(7, 6);(7, 7);0;6;7;23;False
17;(1, 3);(6, 1);0;0;7;10;False
28;(13, 11);(16, 11);0;0;7;35;False
29;(7, 3);(1, 6);0;0;9;20;False
22;(7, 10);(8, 13);0;1;12;25;False
4;(15, 9);(15, 5);0;6;13;37;False
18;(2, 9);(10, 7);0;3;13;15;False
6;(2, 1);(4, 6);0;5;14;12;False
31;(7, 7);(10, 6);8;8;15;23;False
2;(16, 12);(14, 5);0;10;19;39;False
5;(9, 9);(7, 8);0;7;19;28;False
13;(13, 7);(1, 10);0;4;19;30;False
23;(11, 5);(16, 4);0;5;19;31;False
25;(9, 1);(13, 8);0;8;19;24;False
27;(5, 5);(4, 10);0;9;19;13;False
9;(11, 13);(12, 1);0;5;20;36;False
12;(8, 9);(6, 9);0;5;20;27;False
33;(7, 4);(1, 3);8;11;21;10;False
19;(15, 13);(13, 2);0;7;22;38;False
21;(1, 4);(16, 7);0;2;22;11;False
8;(6, 5);(13, 6);0;4;23;21;False
11;(4, 7);(12, 9);0;10;24;18;False
15;(4, 2);(3, 1);0;10;24;14;False
20;(4, 8);(10, 12);0;8;24;17;False
26;(10, 11);(3, 5);0;11;24;29;False
1;(5, 1);(11, 1);0;6;25;22;False
10;(10, 3);(7, 11);0;10;25;33;False
24;(14, 1);(8, 1);0;5;25;32;False
7;(16, 3);(14, 9);0;11;26;34;False
30;(1, 8);(15, 1);0;4;26;16;False
34;(9, 5);(3, 9);10;16;26;15;False
45;(1, 10);(6, 13);20;20;27;30;False
35;(7, 10);(13, 4);13;16;28;25;False
3;(5, 13);(16, 2);0;5;29;26;False
32;(4, 11);(4, 3);8;11;29;19;False
16;(10, 10);(16, 8);0;16;31;35;False
41;(7, 7);(9, 1);20;23;31;12;False
38;(8, 5);(15, 9);15;19;32;23;False
37;(2, 13);(4, 4);14;22;35;20;False
43;(13, 8);(6, 1);20;20;36;24;False
39;(16, 13);(8, 13);16;29;37;31;False
64;(13, 4);(16, 2);30;30;37;22;False
60;(12, 5);(7, 6);27;31;38;18;False
65;(4, 7);(1, 8);30;32;38;10;False
36;(16, 10);(16, 6);14;23;39;37;False
40;(10, 8);(1, 1);20;24;40;28;False
57;(16, 7);(11, 1);26;29;40;39;False
50;(16, 11);(11, 5);23;26;41;11;False
54;(14, 13);(13, 12);25;29;41;17;False
61;(7, 4);(3, 9);27;29;41;32;False
44;(4, 6);(12, 13);20;25;42;27;False
46;(14, 5);(5, 9);21;25;42;21;False
