task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
32;(13, 3);(15, 5);0;0;4;34;False
task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
11;(1, 3);(1, 1);0;0;2;10;False
