(4, 10);(4, 2);262
(7, 2);(10, 2);262
(10, 10);(1, 6);263
(8, 5);(1, 10);263
(7, 7);(3, 9);263
(2, 1);(2, 5);263
(1, 3);(10, 4);264
(2, 9);(1, 7);265
(10, 11);(10, 8);266
(9, 13);(3, 13);267
(5, 5);(1, 11);267
(5, 13);(4, 4);268
(7, 12);(10, 6);268
(8, 1);(4, 11);269
(2, 13);(6, 1);270
(1, 2);(10, 1);270
(10, 12);(7, 10);271
(6, 13);(5, 9);271
(4, 8);(4, 12);272
(1, 1);(7, 3);272
(6, 9);(4, 6);272
(10, 3);(7, 2);273
(9, 1);(10, 2);273
(7, 11);(6, 5);275
(8, 13);(3, 1);276
(1, 12);(9, 9);277
(4, 3);(8, 9);278
(10, 4);(2, 5);279
(2, 1);(1, 3);279
(3, 5);(7, 8);280
(10, 7);(4, 7);281
(2, 9);(1, 7);282
(7, 6);(7, 4);283
(4, 4);(5, 13);284
(7, 2);(10, 3);284
(10, 13);(5, 1);285
(7, 7);(3, 9);285
(5, 9);(1, 8);286
(6, 13);(9, 5);286
(1, 4);(10, 2);286
(9, 1);(1, 13);286
(8, 5);(1, 10);287
(10, 6);(7, 12);289
(10, 11);(4, 8);292
(7, 2);(10, 8);292
(4, 12);(10, 3);292
(7, 3);(10, 12);293
(2, 5);(7, 10);293
(10, 4);(1, 1);293
(1, 6);(10, 10);293
(10, 7);(4, 7);296
(4, 10);(4, 2);299
(5, 5);(9, 13);299
(6, 5);(7, 11);299
(3, 13);(1, 11);299
(2, 1);(1, 3);299
(2, 9);(1, 7);300
(10, 6);(7, 12);302
(7, 4);(7, 6);303
(6, 9);(1, 11);304
(7, 8);(4, 6);304
(3, 5);(3, 13);304
(1, 4);(2, 13);305
(6, 1);(4, 4);305
(5, 13);(10, 2);305
(7, 2);(10, 8);306
(3, 1);(2, 1);307
(8, 13);(1, 3);307
(4, 3);(1, 12);308
(9, 9);(8, 9);308
(2, 1);(3, 1);309
(9, 5);(4, 11);310
(6, 13);(8, 1);310
(10, 3);(4, 12);311
(5, 9);(1, 8);313
(1, 1);(10, 4);315
(4, 8);(10, 11);316
(4, 10);(4, 2);316
(3, 9);(1, 2);317
(8, 5);(1, 10);317
(7, 7);(10, 1);317
(7, 6);(5, 1);318
(10, 13);(7, 4);318
(1, 13);(10, 10);319
(1, 6);(9, 1);319
