(1, 1);(10, 10);0
(7, 11);(1, 8);0
(4, 2);(1, 4);0
(2, 5);(4, 12);0
(6, 1);(3, 5);0
(9, 1);(10, 12);0
(1, 6);(8, 9);0
(7, 10);(3, 9);0
(5, 1);(7, 3);0
(1, 10);(7, 2);0
(8, 13);(7, 7);0
(1, 2);(4, 4);0
(1, 13);(10, 1);0
(2, 1);(4, 10);0
(7, 12);(7, 6);0
(5, 5);(5, 9);0
(10, 7);(9, 9);0
(9, 13);(10, 2);0
(5, 13);(1, 11);0
(1, 12);(10, 8);0
(10, 11);(4, 6);0
(7, 4);(3, 13);0
(10, 6);(8, 5);0
(2, 9);(1, 3);0
(8, 1);(10, 13);0
(6, 5);(6, 9);0
(4, 7);(7, 8);0
(6, 13);(9, 5);0
(4, 8);(2, 13);0
(10, 4);(1, 7);0
(10, 3);(4, 11);0
(4, 3);(3, 1);0
(3, 9);(7, 10);8
(1, 2);(4, 4);9
(7, 11);(1, 8);10
(6, 1);(3, 5);14
(4, 12);(3, 13);15
(7, 4);(2, 5);15
(7, 2);(6, 5);17
(1, 10);(4, 12);17
(3, 13);(6, 9);17
(1, 6);(7, 6);18
(7, 12);(1, 12);18
(10, 8);(8, 9);18
(7, 7);(8, 13);18
(2, 9);(1, 3);19
(10, 13);(1, 4);20
(2, 1);(8, 1);20
(4, 2);(4, 10);20
(10, 12);(9, 1);21
(9, 13);(10, 2);22
(3, 9);(4, 4);23
(10, 10);(1, 2);23
(7, 10);(1, 1);23
(5, 1);(7, 3);24
(4, 7);(7, 8);26
(1, 10);(5, 9);27
(5, 5);(4, 12);27
(9, 5);(6, 13);27
(10, 1);(1, 13);28
(10, 11);(7, 2);28
(8, 1);(4, 6);28
(6, 5);(2, 1);28
(10, 7);(10, 8);29
(1, 11);(3, 1);29
(5, 13);(4, 3);29
(8, 9);(9, 9);29
(3, 13);(8, 9);30
(9, 9);(6, 9);30
(7, 4);(10, 4);32
(2, 5);(1, 7);32
(7, 11);(1, 8);33
(4, 8);(2, 13);33
(1, 7);(2, 5);35
(8, 13);(7, 7);35
(3, 5);(6, 1);37
(7, 10);(1, 1);38
(4, 2);(1, 6);39
(4, 10);(2, 1);39
(6, 5);(7, 6);39
(6, 13);(9, 5);40
(1, 12);(7, 12);41
(10, 13);(1, 4);42
(10, 6);(8, 5);42
(3, 9);(4, 4);43
(7, 8);(4, 7);44
(8, 9);(4, 6);45
(8, 1);(9, 13);45
(10, 2);(5, 5);45
(3, 13);(4, 12);45
(1, 3);(4, 11);46
(10, 3);(2, 9);46
(5, 9);(1, 10);48
(10, 10);(10, 11);49
(6, 1);(3, 5);49
(9, 1);(1, 2);49
(10, 12);(6, 9);49
(9, 9);(7, 2);49
(10, 1);(7, 3);50
(7, 4);(7, 12);50
(5, 1);(10, 4);50
(1, 13);(1, 12);50
(4, 2);(1, 13);51
(2, 13);(5, 13);51
(4, 8);(4, 3);51
(1, 6);(1, 12);51
(4, 7);(7, 8);52
(6, 5);(7, 6);52
(5, 13);(2, 13);54
(6, 13);(9, 5);55
(8, 5);(10, 6);56
(1, 11);(1, 6);57
(3, 1);(1, 12);57
