task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
22;(1, 1);(2, 1);0;2;3;10;False
29;(13, 3);(11, 1);0;0;4;24;False
20;(1, 11);(4, 8);0;2;8;16;False
3;(13, 12);(14, 9);0;1;11;27;False
12;(15, 9);(15, 13);0;5;11;28;False
31;(6, 9);(6, 13);0;3;11;21;False
18;(6, 1);(6, 5);0;3;12;18;False
4;(4, 6);(4, 2);0;9;14;15;False
14;(7, 6);(4, 12);0;4;14;19;False
36;(7, 2);(16, 2);0;3;14;20;False
40;(1, 3);(10, 2);0;2;14;12;False
19;(3, 5);(11, 5);0;7;15;13;False
27;(1, 13);(1, 6);0;2;15;14;False
32;(13, 8);(9, 13);0;7;16;26;False
30;(13, 7);(7, 11);0;5;17;25;False
8;(1, 7);(12, 9);0;5;18;11;False
2;(8, 13);(2, 9);0;4;19;22;False
35;(11, 13);(10, 11);0;8;19;23;False
10;(10, 4);(16, 1);0;9;20;24;False
17;(1, 10);(12, 5);0;4;20;17;False
13;(10, 10);(13, 10);0;19;24;21;False
16;(9, 5);(13, 2);0;12;25;29;False
37;(8, 1);(1, 4);0;9;25;10;False
23;(16, 4);(16, 13);0;17;26;20;False
47;(6, 13);(3, 9);13;20;27;26;False
5;(1, 8);(5, 5);0;22;29;22;False
7;(4, 11);(4, 7);0;25;29;28;False
21;(5, 1);(9, 9);0;17;29;15;False
25;(16, 3);(12, 1);0;23;29;13;False
9;(7, 7);(14, 13);0;17;30;18;False
53;(3, 5);(1, 6);16;19;30;14;False
39;(3, 13);(4, 4);0;17;31;19;False
28;(10, 8);(5, 13);0;22;32;16;False
26;(16, 10);(8, 9);0;24;33;27;False
11;(12, 13);(15, 5);0;26;37;25;False
51;(7, 6);(6, 9);15;33;37;22;False
57;(10, 11);(9, 13);20;34;37;15;False
24;(16, 6);(10, 6);0;26;38;24;False
33;(14, 5);(10, 7);0;23;38;17;False
15;(16, 7);(7, 8);0;25;39;11;False
41;(11, 9);(7, 3);4;25;39;12;False
43;(4, 3);(4, 10);9;34;41;10;False
34;(16, 11);(8, 5);0;30;44;23;False
45;(13, 11);(5, 9);12;33;44;20;False
52;(10, 3);(10, 2);16;46;47;26;False
6;(13, 4);(2, 13);0;28;48;29;False
42;(16, 12);(9, 1);5;32;50;21;False
71;(2, 9);(1, 8);31;48;50;20;False
59;(16, 2);(10, 4);21;43;54;25;False
67;(9, 9);(9, 5);30;48;54;15;False
44;(13, 3);(1, 1);12;41;55;13;False
49;(7, 10);(4, 6);15;42;55;16;False
70;(12, 9);(7, 7);31;48;55;24;False
56;(13, 7);(10, 12);19;48;56;27;False
66;(4, 12);(4, 7);30;44;57;10;False
1;(1, 2);(13, 6);0;39;58;28;False
64;(8, 1);(1, 4);27;42;58;12;False
46;(15, 9);(2, 1);12;38;59;18;False
68;(4, 11);(1, 12);30;53;59;17;False
48;(15, 1);(7, 4);15;46;61;19;False
60;(3, 1);(1, 7);21;54;62;23;False
55;(13, 8);(6, 1);18;49;64;11;False
81;(7, 6);(10, 8);40;57;64;24;False
38;(7, 12);(14, 1);0;46;66;14;False
78;(14, 5);(16, 4);39;63;66;25;False
63;(1, 11);(14, 9);26;52;67;29;False
85;(4, 4);(1, 3);48;59;67;20;False
50;(7, 2);(16, 8);15;51;69;22;False
73;(11, 5);(13, 2);33;61;70;26;False
80;(5, 13);(1, 13);40;67;71;15;False
82;(6, 9);(8, 9);42;75;77;18;False
106;(1, 3);(7, 4);68;68;77;20;False
74;(5, 5);(16, 10);34;61;78;10;False
61;(2, 5);(10, 10);25;64;79;21;False
54;(13, 12);(4, 2);17;62;81;27;False
72;(3, 13);(1, 10);32;72;81;16;False
90;(16, 2);(8, 5);55;69;82;25;False
58;(15, 13);(11, 1);20;68;86;28;False
65;(3, 9);(16, 1);28;65;86;13;False
96;(8, 1);(10, 3);59;82;86;20;False
108;(2, 1);(1, 1);70;85;86;27;False
62;(13, 10);(4, 8);26;70;87;24;False
75;(6, 13);(1, 6);38;73;87;17;False
83;(16, 6);(3, 5);45;74;88;29;False
86;(14, 13);(16, 11);49;78;88;22;False
76;(16, 13);(9, 13);38;82;89;14;False
87;(10, 7);(7, 3);51;79;90;11;False
93;(12, 9);(16, 12);56;82;90;18;False
91;(9, 5);(10, 6);56;79;91;26;False
79;(10, 11);(12, 1);39;80;92;23;False
98;(7, 7);(4, 11);60;85;92;25;False
89;(4, 10);(5, 9);55;80;93;15;False
77;(15, 5);(7, 11);38;78;94;19;False
103;(4, 6);(4, 7);65;95;96;27;False
