task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
10;(12, 5);(5, 5);0;3;11;24;False
8;(16, 13);(13, 6);0;5;15;27;False
3;(4, 3);(10, 6);0;7;16;10;False
4;(7, 12);(10, 2);0;1;16;21;False
2;(9, 9);(16, 11);0;10;19;14;False
1;(16, 8);(10, 7);0;14;23;18;False
9;(4, 2);(16, 3);0;7;24;11;False
6;(16, 4);(3, 1);0;14;30;19;False
7;(16, 10);(15, 1);0;13;33;22;False
16;(7, 2);(6, 1);24;32;34;18;False
5;(14, 13);(4, 11);0;16;36;15;False
15;(13, 6);(13, 2);20;33;37;14;False
14;(12, 5);(2, 5);17;29;39;10;False
13;(13, 7);(12, 1);17;27;42;21;False
11;(16, 7);(8, 1);12;31;45;24;False
20;(7, 4);(7, 2);35;46;48;18;False
12;(12, 13);(1, 7);16;30;49;27;False
17;(7, 8);(7, 6);25;44;56;11;False
22;(8, 5);(9, 9);38;48;56;14;False
21;(3, 13);(13, 8);37;40;60;15;False
28;(5, 5);(9, 5);57;63;67;13;False
29;(7, 10);(2, 13);57;61;70;11;False
18;(11, 13);(7, 12);31;56;71;19;False
25;(13, 2);(16, 8);46;60;71;24;False
30;(14, 9);(15, 13);61;71;78;14;False
26;(15, 9);(11, 9);49;66;80;18;False
19;(1, 13);(13, 4);34;62;83;22;False
23;(13, 10);(2, 5);40;62;84;10;False
24;(1, 1);(13, 11);43;64;86;21;False
27;(10, 10);(14, 1);50;67;88;27;False
32;(7, 7);(4, 10);71;85;95;11;False
34;(7, 10);(13, 7);72;85;100;24;False
31;(3, 9);(10, 7);68;84;101;15;False
36;(9, 9);(7, 3);81;95;105;12;False
35;(16, 13);(12, 1);79;92;108;14;False
37;(7, 4);(2, 13);84;91;111;18;False
33;(14, 5);(2, 9);72;91;112;19;False
38;(8, 13);(4, 6);85;101;116;10;False
39;(5, 5);(16, 8);87;106;124;21;False
40;(6, 9);(12, 13);89;110;124;27;False
42;(1, 4);(13, 10);101;108;132;17;False
41;(1, 1);(12, 9);96;114;133;11;False
43;(4, 7);(16, 6);102;117;134;15;False
45;(9, 13);(1, 11);109;125;135;14;False
44;(15, 1);(2, 5);106;116;136;12;False
47;(1, 13);(12, 5);113;119;138;19;False
48;(14, 5);(14, 13);117;129;141;10;False
50;(13, 6);(5, 5);125;132;148;21;False
46;(11, 1);(16, 13);112;136;154;18;False
49;(10, 2);(16, 10);125;140;156;27;False
54;(12, 13);(13, 10);136;152;156;14;False
51;(14, 9);(2, 13);133;145;161;17;False
55;(4, 4);(5, 13);137;148;161;12;False
52;(4, 3);(10, 7);134;152;166;11;False
57;(4, 11);(6, 1);142;154;167;10;False
63;(5, 13);(6, 9);162;162;169;12;False
53;(1, 1);(12, 1);135;158;177;15;False
60;(7, 8);(16, 6);157;165;179;14;False
59;(10, 12);(12, 5);155;168;181;18;False
65;(2, 5);(1, 7);168;178;181;10;False
58;(7, 4);(9, 13);149;163;182;16;False
64;(11, 1);(16, 2);167;182;196;11;False
61;(3, 5);(10, 8);157;181;197;27;False
68;(16, 6);(10, 2);180;180;197;14;False
67;(7, 7);(10, 10);178;191;198;15;False
69;(9, 9);(13, 7);182;192;198;10;False
70;(10, 3);(1, 3);182;186;199;18;False
66;(13, 12);(4, 2);170;186;205;12;False
56;(1, 12);(16, 4);139;185;210;19;False
62;(16, 1);(3, 1);162;192;213;17;False
75;(10, 12);(13, 2);199;201;216;15;False
71;(8, 1);(5, 13);183;198;217;16;False
76;(11, 9);(13, 3);199;210;219;10;False
